,sentence,label
2849,"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",neutral
2850,Production is scheduled to start by the end of April 2007 .,neutral
2851,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",negative
2852,`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',positive
2853,Affecto has helped SKAT to set up the platform and has previously delivered several Business Intelligence projects for SKAT .,neutral
2854,"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",negative
2855,"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",neutral
2856,"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral
2857,Payment of shares shall be effected on subscription .,neutral
2858,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",neutral
2859,"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account .",neutral
2860,The sellers were the founders of the company .,neutral
2861,"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 .",neutral
2862,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral
2863,"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",positive
2864,Performance in the second half of 2009 exceeded expectations .,positive
2865,`` I warmly welcome Michael Frei to Outotec .,positive
2866,"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",positive
2867,"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",positive
2868,"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",positive
2869,"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",negative
2870,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive
2871,"In the automobile space , Maruti is the most searched brand in cars .",neutral
2872,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",neutral
2873,"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",neutral
2874,ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,neutral
2875,"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",negative
2876,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",negative
2877,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",neutral
2878,The move was triggered by weak demand for forestry equipment and the uncertain market situation .,negative
2879,The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,neutral
2880,"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",positive
2881,"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",neutral
2882,A quick `` one-stop-shop '' to understand the company .,neutral
2883,It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,neutral
2884,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive
2885,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",neutral
2886,"Local government commissioner of +Ã m+Ãl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +Ã m+Ãl .",neutral
2887,The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,positive
2888,"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral
2889,"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .",positive
2890,"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",positive
2891,"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",neutral
2892,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral
2893,Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,positive
2894,"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people .",positive
2895,"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .",positive
2896,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral
2897,EBIT margin was up from 1.4 % to 5.1 % .,positive
2898,The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,neutral
2899,"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",neutral
2900,`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,positive
2901,"`` Tom Doring has a long and successful career in the drives business , and he knows the American market .",neutral
